algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,hybrid_pivot_energy,hybrid_pivot_markers,hybrid_pivot_max_cost,hybrid_pivot_safe,hybrid_raw_energy,hybrid_raw_max_cost,hybrid_raw_safe,hybrid_reason,hybrid_selected,hybrid_simple_energy,hybrid_simple_max_cost,hybrid_simple_safe,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_compatible_edges,pivot_competitive_candidates,pivot_corner_search,pivot_corners,pivot_dp_states,pivot_evaluations,pivot_fallback,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pivots,pivot_rejections,pivot_runtime_s,pivot_search_mode,pivot_segment_margin,pivot_total_angle_rad,pivot_valid_candidates,planner,planner_output_path_sha256,point_count,raw_path_sha256,removed_duplicate_pose_count,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
0.018000000000000002,45.135107465287184,0.00880034361039965,0.0014751930763472864,,0.418272960198597,0.06464466190395313,0.23390290478282266,0,380,,,,,,,,,,,,,19.457037304370996,pivot_g2,0.05,303,fc1f75aa81c75a65b0f741e2219cd21f4780e0bacec740a176f666f032c7988f,13.61911749476643,389,238,"[{'index': 0, 'radius_min': 0.1, 'radius_max': 0.341421, 'trim_min': 0.0414214, 'trim_max': 0.141421, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 1, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0123106, 'trim_max': 0.184658, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 2, 'radius_min': 0.1, 'radius_max': 0.744286, 'trim_min': 0.0276984, 'trim_max': 0.206155, 'evaluations': 20, 'safe_feasible': 14, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 3, 'radius_min': 0.1, 'radius_max': 1.31181, 'trim_min': 0.0205258, 'trim_max': 0.269258, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 4, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00678678, 'trim_max': 0.101802, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 5, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0123106, 'trim_max': 0.184658, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 6, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00901699, 'trim_max': 0.135255, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 7, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00901699, 'trim_max': 0.135255, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 8, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00990195, 'trim_max': 0.148529, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 9, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0133918, 'trim_max': 0.200877, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 10, 'radius_min': 0.1, 'radius_max': 0.435739, 'trim_min': 0.0162278, 'trim_max': 0.0707107, 'evaluations': 11, 'safe_feasible': 7, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 11, 'radius_min': 0.1, 'radius_max': 0.435739, 'trim_min': 0.0162278, 'trim_max': 0.0707107, 'evaluations': 11, 'safe_feasible': 7, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 12, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0162278, 'trim_max': 0.243416, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 13, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00990195, 'trim_max': 0.148529, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 14, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00990195, 'trim_max': 0.148529, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 15, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0276984, 'trim_max': 0.415476, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 16, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00773129, 'trim_max': 0.115969, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 17, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 0, 'safe_feasible': 0, 'states': 1, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}]",18,103,313,all_pivot,0,18,0.8760574545517541,200,0,303,18,"{'angular acceleration iteration did not converge': 29, 'transition requires a reversing inner wheel': 25}",0.0182313,adaptive,0.05,6.110387612416254,259,ThetaStar,149b2348562b3e89c9475941455e2e6656ad0e54293dc39855ce2083e2f796dc,274,2d5c7fb936376ed48cb5ca3a419e80520e592092277e1b2452e1e37f758f60fe,0,1,long_northeast_to_southwest,True,8.114747933825472e-26,3.8597597340483943e-13,13.628272912839115,19,0.024671904999649996
0.006,3.786153728282893,0.036625392834008785,0.008220050110389558,,0.3947526855556182,0.11464466264901119,0.2146446641391273,0,471,5.3902,4,253,True,45.1737,253,True,simple_default,simple,3.78615,253,True,1.9236468568945004,adaptive_hybrid_fixed,0.05,257,33e03f765d65605cb9c34f500271aeccae7ecabe33450159ac4c9371f390079f,13.52347213633812,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,149b2348562b3e89c9475941455e2e6656ad0e54293dc39855ce2083e2f796dc,272,2d5c7fb936376ed48cb5ca3a419e80520e592092277e1b2452e1e37f758f60fe,0,1,long_northeast_to_southwest,True,3.786153728282893,1.9236468568945004,13.52347213633812,1,0.013494373999947129
0.018000000000000002,3.786153728282893,0.036625392834008785,0.008220050110389558,,0.3947526855556182,0.11464466264901119,0.2146446641391273,0,471,8.33819e-26,18,253,True,45.1737,253,True,simple_default,simple,3.78615,253,True,1.9236468568945004,adaptive_hybrid,0.05,257,33e03f765d65605cb9c34f500271aeccae7ecabe33450159ac4c9371f390079f,13.52347213633812,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,149b2348562b3e89c9475941455e2e6656ad0e54293dc39855ce2083e2f796dc,272,2d5c7fb936376ed48cb5ca3a419e80520e592092277e1b2452e1e37f758f60fe,0,1,long_northeast_to_southwest,True,3.786153728282893,1.9236468568945004,13.52347213633812,1,0.02371554000001197
0.003,6.395537274030103,4.440892098500626e-16,9.657509968541698e-17,,0.8005139033656922,0.12275854577833645,0.2146446641391273,0,432,,,,,,,,,,,,,4.840253019711573,raw,0.05,214,42499c2533bc06be6f4a51e09621c78128864bce6b4115830b4169ed0fe804d2,12.113725663011616,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,244,42499c2533bc06be6f4a51e09621c78128864bce6b4115830b4169ed0fe804d2,0,1,crossing_northwest_to_southeast,True,6.395537274030103,4.840253019711573,12.113725663011616,1,0.006135976000223309
0.0,0.515671448531363,0.015010734665652496,0.0038623204944006895,,0.7540237285462179,0.2146446641391273,0.2146446641391273,0,433,,,,,,,,,,,,,0.6708777790248245,simple,0.05,214,353cd598fd787e6892f4750a70a9b99b9dfbe2b875c738f331ae6c28223ed4f6,12.096669192022595,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,243,42499c2533bc06be6f4a51e09621c78128864bce6b4115830b4169ed0fe804d2,0,1,crossing_northwest_to_southeast,True,0.515671448531363,0.6708777790248245,12.096669192022595,1,0.008635872000013478
0.0,1.6343483908985632,0.0062239539859025896,0.0012862596986597593,,0.7770494868972996,0.2146446641391273,0.2153873105021395,0,384,,,,,,,,,,,,,1.3737662246708784,savitzky_golay,0.05,214,b08dc6193edfeb5113e5020d228cc210a52a9775cd951f3aeb29cd747a0ee2d8,12.10699062415619,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,244,42499c2533bc06be6f4a51e09621c78128864bce6b4115830b4169ed0fe804d2,0,1,crossing_northwest_to_southeast,True,1.6343483908985632,1.3737662246708784,12.10699062415619,1,0.007720521999999619
0.015000000000000001,4.217861571591243,0.025145316268992034,0.005549369662558405,,0.7827543689025261,0.23390290478282266,0.2474873771031409,0,368,,,,,,,,,,,,,2.9798426564085583,constrained,0.05,214,28902ee175ddb94cdf8076302e6ecd27dfc7f178db8bf2c296a8c098b97958e0,12.128109948933181,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,244,42499c2533bc06be6f4a51e09621c78128864bce6b4115830b4169ed0fe804d2,0,1,crossing_northwest_to_southeast,True,4.217861571591243,2.9798426564085583,12.128109948933181,1,0.019492721000005986
0.006,3.358491592589241,0.055574420693983106,0.017552954935644342,,0.7350179900073063,0.2146446641391273,0.2146446641391273,0,489,,,,,,,,,,,,,3.483165645995411,pivot_g2_fixed,0.05,480,33b02f6acd977f6a18d8e108359573b45611497ffc557dc704aaada79147a339,12.106237382525856,0,75,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 4, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.0594117, 'selected_score': 0.90985}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 4, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.0594117, 'selected_score': 0.90985}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.148529, 'selected_score': 1}, {'index': 3, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.0742646, 'selected_score': 0.925794}, {'index': 4, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.0742646, 'selected_score': 0.925794}, {'index': 5, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.0742646, 'selected_score': 0.925794}, {'index': 6, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.0742646, 'selected_score': 0.775794}, {'index': 7, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.106602, 'selected_score': 0.995985}, {'index': 8, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.0901699, 'selected_score': 0.946175}, {'index': 9, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.0712673, 'selected_score': 1}, {'index': 10, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.195395, 'selected_score': 0.85}, {'index': 11, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.076669, 'selected_score': 1}, {'index': 12, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.148529, 'selected_score': 1}, {'index': 13, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0324556, 'selected_score': 1}]",14,0,126,none,14,0,0.0,200,0.94036,480,0,"{'angular acceleration iteration did not converge': 16, 'transition would overlap an adjacent corner window': 30}",0.0066185,fixed,0.05,0,80,ThetaStar,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,244,42499c2533bc06be6f4a51e09621c78128864bce6b4115830b4169ed0fe804d2,0,1,crossing_northwest_to_southeast,True,3.358491592589241,3.483165645995411,12.106237382525856,1,0.015217797999866889
0.015000000000000001,3.415479349388144,0.05561060815166803,0.017553200121620302,,0.7350238153449413,0.2146446641391273,0.2146446641391273,0,490,,,,,,,,,,,,,2.295495473210751,pivot_g2,0.05,481,865ab04372235574e2cea889d2bffaab299bbd24f257c5a46b5332129bc1d260,12.106211350026635,362,187,"[{'index': 0, 'radius_min': 0.1, 'radius_max': 1.42822, 'trim_min': 0.00990195, 'trim_max': 0.141421, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.432054, 'selected_trim': 0.0427818, 'selected_score': 0.295565}, {'index': 1, 'radius_min': 0.1, 'radius_max': 1.42822, 'trim_min': 0.00990195, 'trim_max': 0.141421, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.432054, 'selected_trim': 0.0427818, 'selected_score': 0.295565}, {'index': 2, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00990195, 'trim_max': 0.148529, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.148529, 'selected_score': 0.121409}, {'index': 3, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00990195, 'trim_max': 0.148529, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.52, 'selected_trim': 0.0514901, 'selected_score': 0.263505}, {'index': 4, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00990195, 'trim_max': 0.148529, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.52, 'selected_trim': 0.0514901, 'selected_score': 0.263505}, {'index': 5, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00990195, 'trim_max': 0.148529, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.52, 'selected_trim': 0.0514901, 'selected_score': 0.263505}, {'index': 6, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00990195, 'trim_max': 0.148529, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.52, 'selected_trim': 0.0514901, 'selected_score': 0.302195}, {'index': 7, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00710678, 'trim_max': 0.106602, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 1.08, 'selected_trim': 0.0767532, 'selected_score': 0.227738}, {'index': 8, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00901699, 'trim_max': 0.135255, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.36, 'selected_trim': 0.122631, 'selected_score': 0.243807}, {'index': 9, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00475116, 'trim_max': 0.0712673, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.0712673, 'selected_score': 0.0691419}, {'index': 10, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0130263, 'trim_max': 0.195395, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.195395, 'selected_score': 0.266697}, {'index': 11, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00511127, 'trim_max': 0.076669, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.076669, 'selected_score': 0.073444}, {'index': 12, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00990195, 'trim_max': 0.148529, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.148529, 'selected_score': 0.121409}, {'index': 13, 'radius_min': 0.1, 'radius_max': 0.487169, 'trim_min': 0.0162278, 'trim_max': 0.0790568, 'evaluations': 11, 'safe_feasible': 6, 'states': 6, 'selected_radius': 0.487169, 'selected_trim': 0.0790568, 'selected_score': 0.372794}]",14,84,244,none,14,0,0.0,200,0.227163,481,0,"{'angular acceleration iteration did not converge': 24, 'transition requires a reversing inner wheel': 15}",0.0132747,adaptive,0.05,0,205,ThetaStar,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,244,42499c2533bc06be6f4a51e09621c78128864bce6b4115830b4169ed0fe804d2,0,1,crossing_northwest_to_southeast,True,3.415479349388144,2.295495473210751,12.106211350026635,1,0.03965687499976411
0.009000000000000001,0.515671448531363,0.015010734665652496,0.0038623204944006895,,0.7540237285462179,0.2146446641391273,0.2146446641391273,0,433,3.35849,0,202,True,6.39554,253,True,simple_default,simple,0.515671,202,True,0.6708777790248245,adaptive_hybrid_fixed,0.05,214,353cd598fd787e6892f4750a70a9b99b9dfbe2b875c738f331ae6c28223ed4f6,12.096669192022595,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,243,42499c2533bc06be6f4a51e09621c78128864bce6b4115830b4169ed0fe804d2,0,1,crossing_northwest_to_southeast,True,0.515671448531363,0.6708777790248245,12.096669192022595,1,0.012154515000020183
0.012,0.515671448531363,0.015010734665652496,0.0038623204944006895,,0.7540237285462179,0.2146446641391273,0.2146446641391273,0,433,3.41548,0,202,True,6.39554,253,True,simple_default,simple,0.515671,202,True,0.6708777790248245,adaptive_hybrid,0.05,214,353cd598fd787e6892f4750a70a9b99b9dfbe2b875c738f331ae6c28223ed4f6,12.096669192022595,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,243,42499c2533bc06be6f4a51e09621c78128864bce6b4115830b4169ed0fe804d2,0,1,crossing_northwest_to_southeast,True,0.515671448531363,0.6708777790248245,12.096669192022595,1,0.01889582600006179
0.0,12.123095354138863,2.220446049250313e-16,2.842226990475082e-17,,0.6598676484060172,0.1449222268733815,0.2146446641391273,0,266,,,,,,,,,,,,,10.645834363835602,raw,0.05,127,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,6.873134571362492,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,139,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,12.123095354138863,10.645834363835602,6.873134571362492,1,0.004741984000247612
0.0,0.7609955221891584,0.030800461798113438,0.006058475612367542,,0.6526316684565269,0.2146446641391273,0.23390290478282266,0,254,,,,,,,,,,,,,1.448581680804423,simple,0.05,127,fca379d72bcbf5a883e7a25dd0925bd1f210979339673b4e7ef1e020fcbf14c9,6.84801482095011,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,138,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,0.7609955221891584,1.448581680804423,6.84801482095011,1,0.006357297000249673
0.0,2.137711148992248,0.010359212325773725,0.0017699162973123493,,0.6587750923536797,0.2474873771031409,0.2474873771031409,0,215,,,,,,,,,,,,,2.8432617146292185,savitzky_golay,0.05,127,c7e4112cd469afb37447b1b45ec3721d2452f90dc4bbfa2328160b17809b332d,6.86352796910122,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,139,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,2.137711148992248,2.8432617146292185,6.86352796910122,1,0.007042219999675581
0.009000000000000001,3.4341845572417458,0.011264798237928074,0.0034823273611861833,,0.6414588445293898,0.2474873771031409,0.25619225950049973,0,221,,,,,,,,,,,,,2.9144845046424406,constrained,0.05,127,1009a245c3cbc398f407c2a3bb44ddab8a81761c0b4e29171e9a031f3399db6c,6.87287274273103,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,139,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,3.4341845572417458,2.9144845046424406,6.87287274273103,1,0.012049250000018219
0.003,5.124547126034427,0.055470036176811434,0.018392214538324264,,0.554340672231259,0.2146446641391273,0.2146446641391273,0,275,,,,,,,,,,,,,6.34057346491764,pivot_g2_fixed,0.05,269,448dd654580a0aae2754783deb54bfded081664eb9eb486fca6afafb2ba2daed,6.844785304547183,0,20,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.121708, 'selected_score': 0.927224}, {'index': 3, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 9, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.457591, 'selected_score': 0.85}, {'index': 4, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.145361, 'selected_score': 1}, {'index': 5, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0324555, 'selected_score': 1}]",6,0,54,none,4,2,0.321750554396642,200,0.944306,269,2,"{'angular acceleration iteration did not converge': 2, 'transition would overlap an adjacent corner window': 29}",0.00269985,fixed,0.05,0.643501108793284,23,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,138,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,2.0395876962979687,3.9749559219866173,6.845434631552652,3,0.007736437999938062
0.009000000000000001,4.451781145671038,0.05503457104201827,0.018478845659368755,,0.5876393570900013,0.2146446641391273,0.2146446641391273,0,302,,,,,,,,,,,,,6.340573464917724,pivot_g2,0.05,296,0d6f26c2624c23fbd14d5e316a52c12efbe9d39820b101289419bef8d00eb42d,6.842280110454102,135,69,"[{'index': 0, 'radius_min': 0.1, 'radius_max': 0.435739, 'trim_min': 0.0162278, 'trim_max': 0.0707107, 'evaluations': 11, 'safe_feasible': 7, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 1, 'radius_min': 0.1, 'radius_max': 0.435739, 'trim_min': 0.0162278, 'trim_max': 0.0707107, 'evaluations': 11, 'safe_feasible': 7, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 2, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0162278, 'trim_max': 0.243416, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.243416, 'selected_score': 0.169537}, {'index': 3, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0305061, 'trim_max': 0.457591, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.457591, 'selected_score': 0.380413}, {'index': 4, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00969074, 'trim_max': 0.145361, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.145361, 'selected_score': 0.119635}, {'index': 5, 'radius_min': 0.1, 'radius_max': 0.487171, 'trim_min': 0.0162277, 'trim_max': 0.0790568, 'evaluations': 11, 'safe_feasible': 6, 'states': 6, 'selected_radius': 0.487171, 'selected_trim': 0.0790568, 'selected_score': 0.411483}]",6,36,93,none,4,2,0.321750554396642,200,0.270267,296,2,"{'angular acceleration iteration did not converge': 11, 'transition requires a reversing inner wheel': 10}",0.00776013,adaptive,0.05,0.6435011087932831,72,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,138,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,1.3647600385376402,2.2840175561723255,6.842929584142862,3,0.0135685810000723
